,causal_strain,causal_date,causal_lineage,node,max_descendant_samples,num_parents,total_cost,is_hmm_mutation_consistent,is_arg_hmm_path_identical,is_arg_hmm_path_length_consistent,is_path_length_consistent,is_parent_lineage_consistent,breakpoint,left_parent,right_parent,left_parent_imputed_lineage,right_parent_imputed_lineage,mrca,mrca_date,fwd_bck_parents_max_mut_dist
163,USA/NC-UNC-0052/2021,2021-01-21,B.1,152619,1,2,8,True,True,True,True,True,8083,100863,123539,B.1.2,B.1,1484,2020-03-08,0
164,Turkey/HSGM-1608/2021,2021-01-21,B.1.1,152699,21,2,14,False,True,True,True,True,16176,3526,119090,B.1.1,Unknown (R),3526,2020-03-19,4
165,USA/MI-UM-10037963824/2021,2021-01-22,B.1,154038,1,2,11,True,True,True,True,True,20268,32565,103353,B.1,B.1.234,179,2020-02-20,0
166,USA/CA-MCPHL-MC01854/2021,2021-01-23,B.1.427,154963,10,2,5,True,True,True,True,True,9738,7671,133380,B.1.324,B.1.427,1484,2020-03-08,0
167,USA/AL-CDC-LC0009840/2021,2021-01-23,B.1.2,155210,6,2,6,True,True,True,True,True,13240,145431,133856,B.1.2,B.1.2,21563,2020-03-22,0
168,Switzerland/TG-ETHZ-470322/2021,2021-01-24,B.1.36.35,156051,1,2,4,False,True,True,True,True,18525,137240,149816,B.1.36.35,B.1.36.35,127643,2020-12-08,25
169,France/BRE-IPP02989/2021,2021-01-24,B.1.160,156254,3,2,7,True,True,True,True,True,15738,104455,53199,B.1.160,B.1.160,24990,2020-06-10,0
170,USA/CO-CDPHE-2100270607/2021,2021-01-24,B.1.2,156661,1,2,3,True,True,True,True,True,21492,150416,145860,B.1.2,B.1.2,145860,2020-04-22,0
171,Spain/CT-HUVH-51900/2021,2021-01-26,B.1,158498,1,2,8,True,True,True,True,True,12781,126424,10144,B.1.177,B.1,179,2020-02-20,0
172,France/CVL-IPP02651/2021,2021-01-26,B.1.78,159038,2,2,11,False,False,True,True,False,19896,42621,157437,B.1.1.448,B.1,179,2020-02-20,15
173,USA/AZ-ASU2351/2021,2021-01-26,B.1.1.7,159146,1,2,5,True,True,True,True,True,14120,104164,116904,L.3,B.1.1.7,179,2020-02-20,0
174,USA/AZ-TG717326/2021,2021-01-27,B.1,159676,1,2,7,False,True,True,True,True,15016,116775,17834,B.1.346,B.1,17834,2020-03-31,8
175,USA/MD-HP02107/2021,2021-01-28,B.1.1,161415,4,2,7,False,False,True,True,False,21800,2407,127523,B.1.1,B.1.1,2407,2020-03-10,5
176,USA/AZ-CDC-STM-000007593/2021,2021-01-29,B.1.596,162555,1,2,13,True,True,True,True,True,17122,134950,152978,B.1.1.434,B.1.596,179,2020-02-20,0
177,Netherlands/ZH-RIVM-12950/2021,2021-01-29,B.1.1,162829,13,2,12,False,False,False,False,False,6954,92035,152699,B.1.1.7,Unknown (R),3526,2020-03-19,0
178,Switzerland/BS-ETHZ-480224/2021,2021-01-31,B.1.1.348,164742,1,2,8,False,True,True,True,True,3790,122385,146543,B.1,B.1.1.348,179,2020-02-20,29
179,USA/TX-HMH-MCoV-25808/2021,2021-02-02,B.1.596,167640,1,2,15,False,False,False,False,False,17550,157348,22994,B.1.232,B.1,179,2020-02-20,0
180,Switzerland/AG-ETHZ-481164/2021,2021-02-03,B.1,169071,1,3,8,True,True,True,True,True,25710,115581,140299,B.1.177,B.1.160,179,2020-02-20,34
181,Switzerland/AG-ETHZ-481164/2021,2021-02-03,B.1,169071,1,3,8,True,True,True,True,True,28932,140299,115897,B.1.160,B.1.177.21,179,2020-02-20,34
182,Netherlands/ZH-RIVM-12143/2021,2021-02-04,B.1.177.81,169660,1,2,9,False,True,True,True,False,12160,91723,136037,B.1.177.81,B.1.177.81,36005,2020-08-13,6
183,Switzerland/BE-ETHZ-481076/2021,2021-02-04,B.1,170360,1,2,20,False,False,False,False,False,16889,30139,55635,B.1.258,B.1.160,179,2020-02-20,0
184,Indonesia/JK-NIHRD-MI2101604/2021,2021-02-05,B.1,170656,1,2,8,True,True,True,True,False,10642,45758,142923,B.1.1.311,B.1,179,2020-02-20,20
185,Switzerland/VS-ETHZ-490076/2021,2021-02-05,B.1.160,171562,3,2,16,True,True,True,True,True,25844,143683,37500,B.1.160,B.1.160,24990,2020-06-10,0
186,Wales/ALDP-125C4D7/2021,2021-02-06,XA,172374,5,2,3,True,True,True,True,True,22227,154551,147032,B.1.177.18,B.1.1.7,179,2020-02-20,0
187,England/QEUH-1229145/2021,2021-02-06,B.1.177,172714,2,2,6,True,True,True,True,True,6286,38045,103365,B.1.1.1,B.1.177,179,2020-02-20,0
188,Poland/NIPH-NIH_ECDC-092/2021,2021-02-07,B.1.1,173391,1,2,11,True,True,True,True,True,28233,67047,23070,B.1.1,B.1.1,179,2020-02-20,0
189,Switzerland/ZH-ETHZ-490120/2021,2021-02-07,B.1.533,173820,1,2,17,True,True,True,True,True,11620,94578,1089,B.1,B.1,1089,2020-03-06,9
190,Turkey/HSGM-2572/2021,2021-02-08,B.1.1,174617,14,2,9,False,True,True,True,False,28271,15806,60174,B.1,B.1.1.7,179,2020-02-20,29
191,Poland/AODPiGM-107262/2021,2021-02-08,B.1.1.374,175182,31,2,5,True,True,True,True,True,22792,135135,135134,Unknown (R),B.1.1.374,135135,2020-12-25,0
192,USA/NY-PRL-2021_0210_04G03/2021,2021-02-08,B.1,175339,1,3,18,False,True,True,True,False,18424,167893,169241,B.1.2,B.1.1.316,179,2020-02-20,24
193,USA/NY-PRL-2021_0210_04G03/2021,2021-02-08,B.1,175339,1,3,18,False,True,True,True,False,25166,169241,167893,B.1.1.316,B.1.2,179,2020-02-20,0
194,Turkey/HSGM-D89/2021,2021-02-08,B.1,175405,4,2,6,True,True,True,True,True,19524,78300,86376,B.1.351,B.1,86376,2020-06-14,0
195,Turkey/HSGM-D358/2021,2021-02-08,B.1,175435,1,2,8,False,True,True,True,True,28111,153195,161922,Unknown,B.1.1.7,179,2020-02-20,23
196,Turkey/HSGM-3005/2021,2021-02-08,B.1,175439,2,2,7,True,True,True,True,False,10323,1407,80050,B.1,B.1.351,179,2020-02-20,22
197,USA/CO-CDPHE-2100375608/2021,2021-02-09,B.1.243,175986,1,2,7,False,True,True,True,False,3602,121178,145063,B.1.221,Unknown (R),179,2020-02-20,17
198,USA/MD-CDC-LC0015199/2021,2021-02-09,B.1,176255,1,3,9,True,True,True,True,True,17014,149450,15240,B.1.429,B.1.1,179,2020-02-20,0
199,USA/MD-CDC-LC0015199/2021,2021-02-09,B.1,176255,1,3,9,True,True,True,True,True,25528,15240,149400,B.1.1,B.1.429,179,2020-02-20,0
200,Germany/HB-RKI-I-024697/2021,2021-02-09,B.1.2,176297,2,2,4,True,True,True,True,True,9235,84651,171090,B.1.2,B.1.2,84651,2020-09-22,0
201,USA/CO-CDPHE-2100375469/2021,2021-02-09,B.1.243,176481,11,2,6,True,True,True,True,True,3602,121178,151104,B.1.221,Unknown (R),179,2020-02-20,0
202,Belgium/AZDelta00677-2107R/2021,2021-02-10,B,177256,1,3,18,True,True,True,True,True,14408,105297,1,B.1.1.7,B,1,2019-12-26,0
203,Belgium/AZDelta00677-2107R/2021,2021-02-10,B,177256,1,3,18,True,True,True,True,True,28267,1,146684,B,B.1.1.7,1,2019-12-26,0
204,USA/TN-CDC-LC0015841/2021,2021-02-10,B.1.2,177496,1,2,5,True,True,True,True,True,19524,174340,173927,B.1,B.1.2,174340,2020-12-27,0
205,Germany/SL-SU-30051257/2021,2021-02-11,B.1.1.7,178434,1,2,9,True,True,True,True,True,15279,178031,152833,B.1.1.7,B.1.1.7,3526,2020-03-19,0
206,USA/TX-CDC-QDX21991560/2021,2021-02-11,B.1.2,178472,2,2,8,False,True,True,True,True,18470,168740,122824,B.1.2,B.1.2,122824,2020-11-07,0
207,Turkey/HSGM-GA106/2021,2021-02-11,B.1.533,178563,1,2,4,False,True,True,True,False,28271,174439,60174,B.1,B.1.1.7,179,2020-02-20,29
208,USA/TX-CDC-QDX21991248/2021,2021-02-11,B.1.2,178690,1,2,9,False,True,True,True,True,18252,168740,114945,B.1.2,B.1.2,21563,2020-03-22,12
209,Germany/HH-RKI-I-018355/2021,2021-02-11,B.1.1.7,178884,1,2,6,True,True,True,True,True,3267,1,143431,B,B.1.1.7,1,2019-12-26,0
210,Germany/HH-RKI-I-018363/2021,2021-02-11,B.1.177,179049,1,2,7,False,True,True,True,False,12119,175797,124281,B.1.177,B.1.177,23479,2020-07-06,19
211,Turkey/HSGM-48/2021,2021-02-11,B.1.1.7,179249,1,2,6,True,True,True,True,True,17615,157277,159896,B.1.1.7,B.1.1.7,42699,2020-08-29,0
212,Spain/CT-HUVH-81977/2021,2021-02-12,B.1.1,179580,1,2,10,True,True,True,True,True,25563,179105,119089,B.1,B.1.1.7,179,2020-02-20,0
213,Italy/CAM-TIGEM-4458/2021,2021-02-12,B.1.258,179693,1,2,9,True,True,True,True,True,26801,67470,124061,B.1.258.14,B.1.177.75,179,2020-02-20,0
214,France/un-HMN-21022160161/2021,2021-02-12,B.1.1.7,179982,23,2,16,True,True,True,True,True,11288,176510,169516,B.1.1.7,B.1.1.7,60174,2020-09-03,0
215,Switzerland/VS-ETHZ-500546/2021,2021-02-12,B.1.1.7,180420,1,2,11,True,True,True,True,True,16176,177644,167937,B.1.177,B.1.1.7,179,2020-02-20,0
216,Sweden/SE00246690/2021,2021-02-12,B.1.1,180492,2,2,10,False,True,True,True,False,23063,152833,150096,B.1.1.7,Unknown (R),179,2020-02-20,31
217,Switzerland/BS-ETHZ-500665/2021,2021-02-13,B.1.1,180754,1,2,15,False,True,True,True,False,23587,104573,51990,B.1.1.7,B.1.177,179,2020-02-20,25
218,Switzerland/VD-ETHZ-500683/2021,2021-02-13,B.1.1.7,180792,1,2,16,False,True,True,True,True,23271,104573,150096,B.1.1.7,Unknown (R),179,2020-02-20,25
219,Italy/TAA-IGA-1900474162/2021,2021-02-13,B.1,180811,25,2,6,False,True,True,True,True,15279,152172,127081,B.1.1.7,Unknown (R),179,2020-02-20,16
220,Germany/HH-RKI-I-018379/2021,2021-02-13,B.1.177.86,181484,1,2,5,False,True,True,True,False,6286,8556,169911,A.1,B.1.177.86,1,2019-12-26,9
221,Germany/BW-RKI-I-020923/2021,2021-02-13,B.1.1.7,181505,2,2,6,False,True,True,True,True,11497,84500,179091,B.1.160,B.1.1.7,179,2020-02-20,35
222,Belgium/AZDelta16759-2106R/2021,2021-02-13,B,181524,6,2,4,True,True,True,True,True,23604,1,119089,B,B.1.1.7,1,2019-12-26,0
223,USA/IN-CDC-LC0019062/2021,2021-02-13,B.1.1,181785,1,2,17,False,True,True,True,False,16694,131031,1166,B.1.1,B.1,179,2020-02-20,5
224,England/PORT-2E6AB5/2021,2021-02-13,B.1.1.7,181837,1,2,3,True,True,True,True,True,29712,168062,10368,B.1.1.7,B.39,1,2019-12-26,0
225,USA/NY-PRL-2021_02_17_00A14/2021,2021-02-14,B.1,182196,1,2,7,True,True,True,True,True,28887,9979,172304,B.1.371,B.1.575,9979,2020-04-02,0
226,USA/NY-PRL-2021_02_17_00N16/2021,2021-02-14,B.1,182830,3,2,7,True,True,True,True,True,1420,25876,181878,B.1.1.1,B.1.526,179,2020-02-20,0
227,USA/NY-PRL-2021_02_17_00O11/2021,2021-02-15,B.1,183515,1,2,8,True,True,True,True,True,24138,183134,109178,B.1.637,B.1,6502,2020-03-10,0
228,Brazil/SP-1820/2021,2021-02-15,B.1.1.28,183598,1,2,8,True,True,True,True,True,12053,41667,52160,B.1.9,B.1.1.28,179,2020-02-20,0
229,Spain/CT-HUVH-69790/2021,2021-02-15,B.1,183784,1,2,7,True,True,True,True,True,6628,18390,128435,B.1.1,B.1,179,2020-02-20,0
230,France/un-HMN-21022150155/2021,2021-02-15,B.1.1.7,184050,10,2,6,True,True,True,True,True,21766,140990,179981,B.1.1.7,B.1.1.7,60174,2020-09-03,0
231,Belgium/Jessa_21-2107-000319/2021,2021-02-15,B.1,184054,2,2,8,False,True,True,True,True,18877,18915,100196,B.1,B.1.160,512,2020-02-21,0
232,Belgium/Jessa_11-2107-001973AZSt-Franciskus/2021,2021-02-16,B.1,184612,1,2,8,True,True,True,True,False,26262,184053,22942,B.1,B.1.1.273,179,2020-02-20,14
233,USA/NY-PRL-2021_02_19_00O23/2021,2021-02-16,B.1.2,185164,1,2,9,True,True,True,True,False,14805,170692,163224,B.1.2,B.1.2,21563,2020-03-22,20
234,Germany/NW-RKI-I-025757/2021,2021-02-16,B.1.221,185334,2,2,6,False,True,True,True,False,13517,92839,181657,B.1.36,B.1.221,179,2020-02-20,10
235,Turkey/HSGM-D468/2021,2021-02-16,B.1.1,185348,1,2,7,True,True,True,True,True,5986,170667,153074,B.1.1.7,B.1.1,3526,2020-03-19,0
236,USA/NY-PRL-2021_02_19_00D03/2021,2021-02-16,B.1,185365,16,3,8,False,True,True,True,False,14676,8812,171705,B.1,B.1.1.7,179,2020-02-20,18
237,USA/NY-PRL-2021_02_19_00D03/2021,2021-02-16,B.1,185365,16,3,8,False,True,True,True,False,27972,171705,183134,B.1.1.7,B.1.637,179,2020-02-20,0
238,USA/NY-PRL-2021_02_19_01G09/2021,2021-02-17,B.1,186344,5,2,9,True,True,True,True,True,22320,123887,126422,B.1.637,B.1.526,6502,2020-03-10,0
239,Slovenia/86465/2021,2021-02-17,B.1.258.17,186497,7,2,19,False,False,False,False,False,7767,162560,171724,B.1.1.7,B.1.258.17,179,2020-02-20,0
240,Germany/BE-RKI-I-027826/2021,2021-02-17,B.1.1.7,186742,17,2,9,False,True,True,True,False,6954,3526,179468,B.1.1,B.1.1.7,3526,2020-03-19,6
241,France/un-HMN-21022170261/2021,2021-02-17,B.1.160,186775,2,2,9,False,True,True,True,True,14621,174197,102234,B.1.160,B.1.160,24990,2020-06-10,4
242,Spain/CT-HUVH-012690/2021,2021-02-18,B.1.177,187131,1,2,7,False,True,True,True,False,25557,115766,7333,B.1.177,B.1.1,5867,2020-02-22,5
243,CzechRepublic/FNB13973/2021,2021-02-18,B.1.258,187716,1,2,6,True,True,True,True,True,2272,21,167878,B,B.1.258,1,2019-12-26,0
244,Spain/CT-HUVH-890014/2021,2021-02-18,B.1.1.7,187724,1,2,7,False,True,True,True,True,27517,186795,102352,B.1.1.7,B.1.1.7,42699,2020-08-29,14
245,Germany/BY-RKI-I-040986/2021,2021-02-18,B.1.160,187801,11,2,16,False,True,True,True,False,23403,108832,1,B.1.160.16,B,1,2019-12-26,9
246,USA/NY-PRL-2021_02_22_00N16/2021,2021-02-19,B.1,189301,1,2,4,True,True,True,True,False,25517,181160,21563,B.1.526,B.1.2,1484,2020-03-08,23
247,Spain/CT-HUVH-95518/2021,2021-02-19,B.1.177,189358,1,2,7,True,True,True,True,True,11132,115582,169082,B.1.177,B.1.177,23479,2020-07-06,10
248,Belgium/rega-3462/2021,2021-02-20,B.1.1.7,189748,1,2,4,True,True,True,True,False,28271,151406,1,B.1.1.7,B,1,2019-12-26,25
249,Italy/TAA-IGA-1900496183/2021,2021-02-20,B.1.1,190039,1,2,13,True,True,True,True,True,16289,14674,28741,B.1.391,B.1.1,179,2020-02-20,0
250,Italy/TAA-IGA-1900505084/2021,2021-02-20,B.1.1.7,190317,11,2,7,True,True,True,True,True,16843,187314,174617,B.1.1.7,Unknown (R),179,2020-02-20,0
251,USA/SC-CDC-LC0019529/2021,2021-02-20,B.1,190412,1,2,4,True,True,True,True,True,27964,135061,133593,B.1.2,B.1.1.28,179,2020-02-20,0
252,Germany/HH-RKI-I-023497/2021,2021-02-20,B.1.1.7,190545,1,2,5,True,True,True,True,True,12162,181872,171230,B.1.1.7,B.1.1.7,143431,2020-08-19,0
253,Germany/NW-RKI-I-029246/2021,2021-02-21,B.1.1.7,191201,1,2,3,True,True,True,True,True,28271,182360,143113,B.1.1.7,B.1.1.7,59925,2020-09-23,0
254,Switzerland/BL-ETHZ-510302/2021,2021-02-21,A.27,191330,1,2,13,True,True,True,True,True,23520,151355,183771,A.27,B.1,1,2019-12-26,0
255,Switzerland/BL-ETHZ-510367/2021,2021-02-22,B.1.1.7,192387,1,3,19,False,True,True,True,False,9526,162560,54994,B.1.1.7,B.1.160,179,2020-02-20,28
256,Switzerland/BL-ETHZ-510367/2021,2021-02-22,B.1.1.7,192387,1,3,19,False,True,True,True,False,28111,54994,116904,B.1.160,B.1.1.7,179,2020-02-20,28
257,USA/NC-UNC-0382/2021,2021-02-22,B.1.1.7,192749,3,2,9,False,True,True,True,False,5986,85075,127925,B.1.2,B.1.1.7,179,2020-02-20,35
258,Spain/CT-HUVH-91020/2021,2021-02-22,B.1.1.7,192909,5,2,7,True,True,True,True,True,15096,162560,183003,B.1.1.7,B.1.1.7,60174,2020-09-03,0
259,USA/OH-CDC-LC0020136/2021,2021-02-22,B.1.2,192915,1,3,10,True,True,True,True,True,7633,178119,181426,B.1.2,B.1.2,21563,2020-03-22,0
260,USA/OH-CDC-LC0020136/2021,2021-02-22,B.1.2,192915,1,3,10,True,True,True,True,True,23525,181426,97790,B.1.2,B.1.2,21563,2020-03-22,0
261,USA/VA-CDC-LC0020319/2021,2021-02-22,B.1.2,193032,2,2,9,True,True,True,True,True,18267,168030,164076,B.1,B.1.2,104724,2020-10-20,0
262,Germany/BW-RKI-I-039528/2021,2021-02-22,B.1.1.161,193122,9,2,5,True,True,True,True,True,19839,189447,187801,B.1.1.317,Unknown (R),179,2020-02-20,0
263,Germany/ST-RKI-I-025165/2021,2021-02-22,B.1.1.7,193140,7,2,5,True,True,True,True,True,21770,183836,183003,B.1.1.7,B.1.1.7,60174,2020-09-03,0
264,USA/NC-UNC-0322/2021,2021-02-23,B.1.351,193612,1,2,7,True,True,True,True,True,28472,70504,93986,B.1.351,B.1.2,1484,2020-03-08,0
265,USA/FL-BPHL-1351/2021,2021-02-23,B.1,193620,1,2,10,True,True,True,True,True,7945,10493,184714,B.1,B.1,1484,2020-03-08,0
266,USA/NY-PRL-2021_02_26_01E10/2021,2021-02-23,B.1.526,193983,1,2,8,False,True,True,True,True,25968,154457,126422,B.1.526,B.1.526,140971,2020-10-25,10
267,Spain/CT-HUVH-19879/2021,2021-02-23,B.1.1.7,194244,1,2,5,True,True,True,True,True,19164,154361,119661,B.1.1.7,B.1.1.7,119661,2020-08-09,23
268,USA/GA-CDC-LC0020552/2021,2021-02-23,B.1.2,194283,1,2,15,True,False,False,False,False,27890,178009,135677,B.1.2,B.1.429,1484,2020-03-08,0
269,Germany/un-RKI-I-030992/2021,2021-02-23,B.1.258,194342,2,2,11,False,False,False,False,False,25606,192679,127081,B.1.258,Unknown (R),179,2020-02-20,0
270,Germany/TH-RKI-I-030284/2021,2021-02-23,B.1.1.7,194412,4,2,4,True,False,True,True,True,28280,190796,171253,B.1.1.7,B.1.1.7,132381,2020-12-10,0
271,USA/MA-CDC-STM-000022130/2021,2021-02-23,B.1,194439,1,2,4,True,True,True,True,True,25907,162963,75936,B.1,B.1.2,1484,2020-03-08,6
272,Belgium/rega-3757/2021,2021-02-24,B.1.1.7,194761,1,2,3,True,True,True,True,False,28251,184588,1,B.1.1.7,B,1,2019-12-26,25
273,Germany/BW-RKI-I-039526/2021,2021-02-24,B.1,194916,2,3,10,False,True,True,True,False,14697,150306,167945,B.1.240,B.1.258.17,247,2020-02-25,0
274,Germany/BW-RKI-I-039526/2021,2021-02-24,B.1,194916,2,3,10,False,True,True,True,False,22879,167945,6535,B.1.258.17,B.40,1,2019-12-26,12
275,USA/TX-HMH-MCoV-29122/2021,2021-02-24,B.1.2,195335,1,2,12,True,True,True,True,True,17478,153151,98390,B.1.2,B.1.2,21563,2020-03-22,0
276,USA/NY-PRL-2021_02_26_01D21/2021,2021-02-24,B.1.1,195349,2,3,17,False,True,True,False,False,3267,127707,122002,B.1.1.7,B.1.1.7,60174,2020-09-03,0
277,USA/NY-PRL-2021_02_26_01D21/2021,2021-02-24,B.1.1,195349,2,3,17,False,True,True,False,False,26110,122002,13519,B.1.1.7,B.1.1,179,2020-02-20,0
278,USA/NY-PRL-2021_02_26_01A03/2021,2021-02-24,B.1,195651,1,2,8,True,True,True,True,True,28869,182199,161708,B.1,B.1.2,1484,2020-03-08,0
279,USA/KY-CDC-LC0021309/2021,2021-02-25,B.1,196025,1,2,7,True,True,True,True,True,12525,133859,187789,B.1.311,B.1,179,2020-02-20,0
280,USA/AZ-ASU2540/2021,2021-02-25,B.1.243,196264,4,2,5,True,True,True,True,True,17999,1002,171377,B.1,B.1.243,179,2020-02-20,0
281,Germany/NW-RKI-I-033486/2021,2021-02-25,B.1.1,196545,1,2,26,True,True,True,True,True,25855,96990,67971,B.1.1,B.1.1,96990,2020-06-11,0
282,Germany/HH-RKI-I-030931/2021,2021-02-25,B.1.1.7,196680,1,2,4,True,True,True,True,True,28048,188141,116190,B.1.1.7,B.1.1.7,143431,2020-08-19,0
283,USA/PA-CDC-QDX22446913/2021,2021-02-25,B.1.243,196703,2,2,9,True,True,True,True,True,6359,177791,129893,B.1.243,B.1.243,129893,2020-12-24,0
284,Turkey/HSGM-6327/2021,2021-02-26,B.1.1,197965,2,2,8,True,True,True,True,False,7684,133670,165322,B.1.1,B.1.1,179,2020-02-20,24
285,Turkey/HSGM-6375/2021,2021-02-26,B.1.1,198069,1,2,7,True,True,True,True,False,7684,798,165322,B.1,B.1.1,179,2020-02-20,18
286,Netherlands/GE-RIVM-18766/2021,2021-02-26,B.1.160,198133,1,2,12,True,True,True,True,True,27409,35471,110017,B.1.160,B.1.160,24990,2020-06-10,0
287,Turkey/HSGM-6444/2021,2021-02-26,B.1.1,198323,11,2,16,False,True,True,True,True,1578,177791,3528,B.1.243,B.1.1,179,2020-02-20,4
288,USA/NY-PRL-2021_03_01_01L19/2021,2021-02-27,B.1.526,198861,1,3,20,False,True,True,True,True,22971,153529,194470,B.1.526,B.1,179,2020-02-20,0
289,USA/NY-PRL-2021_03_01_01L19/2021,2021-02-27,B.1.526,198861,1,3,20,False,True,True,True,True,27516,194470,189978,B.1,B.1.526,179,2020-02-20,39
290,USA/NY-PRL-2021_03_02_00D09/2021,2021-02-28,B.1.637,199876,1,2,7,False,True,True,True,True,25072,176793,181624,B.1.637,B.1.526,6502,2020-03-10,16
291,Aruba/AW-RIVM-16744/2021,2021-02-28,B.1.1.519,200081,1,2,4,True,True,True,True,False,936,79716,143376,B.1.351,B.1.1.519,179,2020-02-20,23
292,USA/NY-PRL-2021_03_01_01P08/2021,2021-02-28,B.1.526,200446,1,2,6,True,True,True,True,True,21586,195403,182597,B.1.526,B.1.526,119658,2020-12-14,0
293,Italy/CAM-TIGEM-IZSM-COLLI-5680/2021,2021-03-01,B.1.1.7,200998,5,2,6,True,True,True,True,True,28095,197166,170741,B.1.1.7,B.1.1.7,171705,2020-08-07,0
294,Germany/BW-RKI-I-049170/2021,2021-03-01,B.1,201252,1,2,8,False,True,True,True,False,17019,19003,187801,B.1,Unknown (R),1089,2020-03-06,11
295,USA/TX-HMH-MCoV-26476/2021,2021-03-01,B.1,201567,1,2,11,True,True,True,True,True,18424,91175,37978,B.1,B.1.2,1484,2020-03-08,17
296,Spain/CT-HUVH-300560/2021,2021-03-01,B.1.1,201640,1,2,11,True,True,True,True,False,27972,141010,196633,B.1.177,B.1.1.7,179,2020-02-20,14
297,Belgium/rega-4369/2021,2021-03-01,B.1.1.7,201802,3,2,4,True,True,True,True,True,28271,199981,143453,B.1.1.7,B.1.1.7,42699,2020-08-29,0
298,England/QEUH-13712D1/2021,2021-03-01,B.1.1.7,202049,3,2,5,True,True,True,True,True,27879,143825,183915,B.1.1.7,B.1.1.7,60174,2020-09-03,0
299,USA/TX-HMH-MCoV-26545/2021,2021-03-01,B.1.234,202059,1,2,9,True,True,True,True,True,12115,40618,200898,B.1.234,B.1.234,40618,2020-08-31,11
300,USA/NJ-CDC-LC0023321/2021,2021-03-01,B.1.1.434,202072,1,2,12,False,True,True,True,False,7869,163837,81228,B.1.2,B.1.1.434,179,2020-02-20,22
301,Belgium/rega-4351/2021,2021-03-01,B.1.1.7,202074,2,2,4,True,True,True,True,True,28251,175450,143453,B.1.1.7,B.1.1.7,42699,2020-08-29,17
302,Belgium/rega-4404/2021,2021-03-02,B.1.1.7,202920,1,2,3,True,True,True,True,True,28271,193269,143453,B.1.1.7,B.1.1.7,42699,2020-08-29,32
303,Germany/BW-RKI-I-047807/2021,2021-03-02,B.1.480,203224,1,2,6,True,True,True,True,True,19962,82373,51,B.1.480,B,1,2019-12-26,0
304,Spain/CT-HUVH-300733/2021,2021-03-02,B.1.1.409,203319,2,2,10,False,True,True,True,True,21255,50466,178988,B.1.177,B.1.1,5867,2020-02-22,6
305,Belgium/UGent-3329/2021,2021-03-03,B.1.351.2,203680,3,2,7,True,False,False,False,False,25669,98861,55605,B.1.351.2,B.1.160,179,2020-02-20,0
306,Belgium/Jessa_11-2109-004011/2021,2021-03-03,B.1.1.7,203842,2,2,7,False,True,True,True,False,12970,1407,188602,B.1,B.1.1.7,179,2020-02-20,18
307,Turkey/HSGM-8325/2021,2021-03-03,B.1.351,204263,1,2,7,True,False,False,False,False,16741,98224,174686,B.1.351,B.1.351,78962,2020-10-09,0
308,Germany/BW-RKI-I-047805/2021,2021-03-03,B.1,204299,3,2,6,True,True,True,True,True,19164,194873,193432,B.1.221,B.1,194568,2020-07-04,0
309,USA/NY-PRL-2021_03_05_00D21/2021,2021-03-03,B.1.623,204342,1,2,20,False,True,True,True,False,13617,22038,201487,B.1.222,B.1.623,1484,2020-03-08,36
310,Mexico/TAM_LANGEBIO_IMSS_0165/2021,2021-03-03,B.1,204447,6,2,10,True,True,True,True,True,11430,12377,188242,B.1.1.10,B.1,179,2020-02-20,0
311,Turkey/HSGM-8340/2021,2021-03-03,B.1.351,204515,1,2,6,True,True,True,True,True,25563,174695,197591,B.1.351,B.1.351,70730,2020-10-05,0
312,USA/UT-UPHL-2103949570/2021,2021-03-04,B,204880,1,2,11,True,True,True,True,True,21600,163008,7506,B.1.427,B.55,1,2019-12-26,0
313,USA/TX-HMH-MCoV-30711/2021,2021-03-04,B.1.533,205384,5,2,10,False,True,True,True,False,16176,195254,175485,B.1.1,Unknown,179,2020-02-20,14
314,Netherlands/NB-RIVM-17400/2021,2021-03-04,B.1,205413,1,2,9,False,True,True,True,True,27972,195646,144480,B.1.1.7,B.1.221,179,2020-02-20,9
315,Germany/BY-RKI-I-035056/2021,2021-03-04,B.1.1.7,205467,1,2,3,True,True,True,True,True,28280,169246,202989,B.1.1.7,B.1.1.7,119661,2020-08-09,0
316,USA/NY-Wadsworth-21031409-01/2021,2021-03-04,B.1.637,205687,4,2,4,True,True,True,True,True,21801,186343,199656,B.1,B.1.637,199656,2020-12-14,0
317,USA/TX-TCH-TCMC03017/2021,2021-03-05,XB,206466,68,2,28,False,False,False,False,False,23604,12108,200603,B.1,B.1.627,179,2020-02-20,0
318,USA/CA-SEARCH-8286/2021,2021-03-05,B.1.533,206527,2,2,10,True,True,True,True,False,23604,188328,158781,Unknown,B.1,179,2020-02-20,23
319,Spain/CT-HUGTiPM007CJ9H12/2021,2021-03-05,B.1.575,206740,2,2,3,True,True,True,True,True,7765,5257,201598,B.1.319,B.1.575,1484,2020-03-08,0
320,Germany/BW-RKI-I-050577/2021,2021-03-05,B,206745,1,2,4,True,True,True,True,True,6631,1,205693,B,B.1,1,2019-12-26,0
321,Slovenia/90-011055-NM/2021,2021-03-05,B.1.1.7,206802,3,2,3,True,True,True,True,True,28271,205919,20173,B.1.1.7,B.1,179,2020-02-20,0
322,Germany/BW-RKI-I-047760/2021,2021-03-05,B.1.1.161,207134,1,2,6,False,False,True,True,True,23403,15335,197665,B.1.1,B.1.1.161,179,2020-02-20,0
