,causal_strain,causal_date,causal_lineage,node,max_descendant_samples,num_parents,total_cost,is_hmm_mutation_consistent,is_arg_hmm_path_identical,is_arg_hmm_path_length_consistent,is_path_length_consistent,is_parent_lineage_consistent,num_mutations,interval_left,interval_right,mrca,mrca_date
194,USA/TX-CDC-LC0055815/2021,2021-04-29,B.1.1.7,1014561,1,2,8,True,True,True,True,True,5,6320,6613,179,2020-02-20
195,USA/FL-BPHL-0786/2021,2021-02-08,B.1.361,340495,1,2,12,True,True,True,True,True,9,6542,6616,36540,2020-09-09
196,USA/CA-QDX-3922/2021,2021-01-09,B.1.241,200709,17,2,14,True,True,True,True,False,11,4544,6627,179,2020-02-20
197,Spain/CT-HUVH-69790/2021,2021-02-15,B.1,385522,2,2,7,True,True,True,True,True,4,6316,6628,179,2020-02-20
198,Belgium/ULG-15378/2021,2021-04-30,B.1.1.7,1015738,8,2,5,True,True,True,True,False,2,3214,6730,64513,2020-09-14
199,USA/MA-CDC-LC0042132/2021,2021-04-04,B.1.575,762454,1,2,7,True,True,True,True,True,4,4684,6730,733104,2020-10-04
200,Spain/CT-HUVH-89168/2021,2021-02-18,B.1.160,406866,1,2,8,True,True,True,True,True,5,6625,6762,179,2020-02-20
201,Germany/NW-RKI-I-140401/2021,2021-05-05,B.1.1.7,1063081,1,2,7,True,True,True,True,True,4,5759,6790,67434,2020-10-04
202,Botswana/R18B46_BHP_AAB65795/2021,2021-06-01,B.1.351,1251624,3,2,6,True,True,True,True,True,3,5231,6802,1484,2020-03-08
203,USA/NJ-CDC-LC0030548/2021,2021-03-15,B.1.1.7,578517,1,2,10,True,True,True,True,True,7,2111,6851,43626,2020-08-29
204,USA/NM-CDC-LC0065050/2021,2021-05-18,B.1.1.7,1172076,1,2,5,True,True,True,True,True,2,5174,6894,43626,2020-08-29
205,USA/AZ-TG716987/2021,2021-01-25,B.1.404,267995,1,2,4,True,True,True,True,True,1,5623,6896,179,2020-02-20
206,SintMaarten/SX-RIVM-36319/2021,2021-05-21,B.1.1.7,1190341,1,2,5,True,True,True,True,True,2,6405,6941,52294,2020-09-07
207,Belgium/rega-3347/2021,2021-02-16,B.1.177,388292,1,2,6,True,True,True,True,True,3,3800,6941,23479,2020-07-06
208,Belgium/Jessa_55-2103-000343/2021,2021-01-20,B.1.221,243730,2,2,3,True,True,True,True,False,0,3744,6941,179,2020-02-20
209,USA/NJ-CDC-LC0051279/2021,2021-04-23,B.1.1.7,957271,1,2,4,True,True,True,True,True,1,5279,6954,85911,2020-10-06
210,USA/CT-CDC-LC0040940/2021,2021-04-06,B.1.1.7,784902,1,2,5,True,True,True,True,True,2,2111,6954,64513,2020-09-14
211,USA/IL-CDC-ASC210066024/2021,2021-05-22,B.1.351,1195419,1,2,9,True,True,True,True,True,6,5389,6954,179,2020-02-20
212,Belgium/Jessa_55-2109-000341/2021,2021-03-03,B.1.1.7,485521,1,2,5,True,True,True,True,False,2,5987,6954,179,2020-02-20
213,Spain/CT-HUVH-300567/2021,2021-03-01,B.1.1,474561,3,2,9,True,True,True,True,False,6,5987,6954,1,2019-12-26
214,Mexico/NLE-/LESPNL-20210512-433/2021,2021-05-07,B.1.1.7,1083925,2,2,7,True,True,True,True,True,4,5987,6954,179,2020-02-20
215,Spain/CT-HUVH-99091/2021,2021-02-23,B.1.1.7,436675,3,2,5,True,True,True,True,True,2,5389,6954,1,2019-12-26
216,Germany/BB-RKI-I-033676/2021,2021-02-20,B.1.1.7,417129,1,2,3,True,True,True,True,False,0,5987,6954,179,2020-02-20
217,England/QEUH-CCCB30/2020,2020-12-23,B.1.1.7,152351,2,2,3,True,True,True,True,True,0,6529,6954,179,2020-02-20
218,Switzerland/BL-ETHZ-610894/2021,2021-05-06,B.1.1.7,1076107,1,2,9,True,True,True,True,False,6,4785,6968,64513,2020-09-14
219,Italy/TAA-1900583919/2021,2021-05-06,B.1.1.7,1073898,1,2,4,True,True,True,True,True,1,5582,6968,43626,2020-08-29
220,Turkey/HSGM-5938/2021,2021-02-24,B.1.36,444114,2,2,15,True,True,True,True,True,12,6414,6982,179,2020-02-20
221,USA/TX-CDC-LC0005252/2021,2021-01-08,B.1.1.432,197599,17,2,9,True,True,True,True,True,6,3056,6985,179,2020-02-20
222,USA/UT-UPHL-2103433349/2021,2021-03-12,B,557160,3,2,9,True,True,True,True,True,6,6955,7042,179,2020-02-20
223,USA/NY-PRL-2021_03_15_00P01/2021,2021-03-12,B.1.1.7,556835,2,2,7,True,True,True,True,True,4,5987,7042,3526,2020-03-19
224,Slovenia/08-078743-MB/2021,2021-03-24,B.1.1.70,659267,1,2,9,True,True,True,True,True,6,5561,7155,353621,2021-02-10
225,USA/MA-CDC-LC0032364/2021,2021-03-24,B.1.526,661947,2,2,12,True,True,True,True,True,9,3829,7164,179,2020-02-20
226,Spain/CT-HUVH-EX135258/2021,2021-05-19,B.1.617,1177704,1,2,13,True,True,True,True,True,10,6955,7165,179,2020-02-20
227,USA/NY-PRL-2021_02_15_02E11/2021,2021-02-14,B.1.2,376951,1,2,9,True,True,True,True,True,6,7120,7201,1484,2020-03-08
228,Germany/BE-RKI-I-059991/2021,2021-03-23,B.1.1.7,646823,1,2,5,True,True,True,True,True,2,5945,7272,64513,2020-09-14
229,Belgium/ULG-11853/2021,2021-01-28,B.1.177.81,280909,38,2,5,True,True,True,True,True,2,6763,7310,23479,2020-07-06
230,Slovenia/269842/2021,2021-05-27,C.36.3,1226113,4,2,3,True,True,True,True,True,0,7017,7397,154422,2020-10-02
231,USA/PA-CDC-LC0045577/2021,2021-04-14,B.1.1.7,871563,1,2,3,True,True,True,True,True,0,2111,7548,43626,2020-08-29
232,USA/CA-CDC-LC0056446/2021,2021-05-03,B.1.1.7,1046359,1,2,5,True,True,True,True,True,2,4901,7604,43626,2020-08-29
233,CanaryIslands/CN-IBV-97016139/2021,2021-01-17,B.1.1.70,229194,7,2,4,True,True,True,True,True,1,6928,7675,226652,2020-10-30
234,Turkey/HSGM-4818/2021,2021-02-17,B.1.1,400592,23,2,6,True,True,True,True,False,3,6583,7684,179,2020-02-20
235,Germany/NW-RKI-I-140722/2021,2021-05-05,Q.1,1063117,1,2,6,True,True,True,True,True,3,7057,7749,43626,2020-08-29
236,Belgium/Jessa_55-2103-000522/2021,2021-01-21,B.1.1.7,247680,2,2,9,True,True,True,True,True,6,5389,7767,179,2020-02-20
237,CzechRepublic/NRL_8853/2021,2021-06-10,B.1.617.2,1315415,1,2,14,True,True,True,True,True,11,7107,7798,1234207,2021-05-28
238,CzechRepublic/NRL_8854/2021,2021-06-10,B.1.617.2,1315417,1,2,12,True,True,True,True,True,9,7107,7798,1234207,2021-05-28
239,CzechRepublic/NRL_8859/2021,2021-06-10,B.1.617.2,1315419,1,2,9,True,True,True,True,True,6,7107,7798,1234207,2021-05-28
240,CzechRepublic/NRL_8861/2021,2021-06-10,B.1.617.2,1315421,1,2,8,True,True,True,True,True,5,7107,7798,1234207,2021-05-28
241,Mexico/MEX_IBT_IMSS_1669/2021,2021-06-02,B.1.1.519,1263567,1,2,5,True,True,True,True,True,2,3687,7854,223086,2021-01-04
242,USA/WA-UW-21042230732/2021,2021-04-22,B.1.1.7,948825,1,2,7,True,True,True,True,True,4,3268,7945,85911,2020-10-06
243,Spain/CT-HUVH-74579/2021,2021-02-22,B.1.177,429463,1,2,5,True,True,True,True,False,2,6287,7945,1876,2020-01-12
244,Germany/BY-RKI-I-018259/2021,2021-02-03,B.1.160,314743,1,2,6,True,True,True,True,True,3,5673,7954,41949,2020-09-27
245,USA/CO-CDC-MMB08837958/2021,2021-05-17,B.1.1.7,1162318,1,2,3,True,True,True,True,True,0,7043,7963,64513,2020-09-14
246,USA/MO-CDC-LC0059251/2021,2021-05-07,B.1.1.7,1087306,1,2,3,True,True,True,True,True,0,7300,7984,64513,2020-09-14
247,USA/MD-CDC-LC0050012/2021,2021-04-17,B.1.1.7,896352,1,2,6,True,True,True,True,True,3,6502,7984,155119,2020-11-10
248,Germany/un-RKI-I-142919/2021,2021-05-03,B.1.1.7,1043393,1,2,5,True,True,True,True,True,2,6955,7984,64513,2020-09-14
249,Germany/BW-RKI-I-049178/2021,2021-03-01,B.1,472153,1,2,8,True,True,True,True,True,5,7768,8047,179,2020-02-20
250,Ireland/D-NVRL-82IRL75885/2021,2021-01-07,B.1.177,193451,2,2,4,True,True,True,True,True,1,7758,8062,25085,2020-08-06
251,USA/FL-BPHL-1860/2021,2021-03-18,B.1,607928,1,2,6,True,True,True,True,True,3,7835,8083,1434,2020-03-10
252,USA/VA-CDC-LC0023327/2021,2021-03-02,B.1.1,484509,1,2,9,True,True,True,True,True,6,4552,8083,179,2020-02-20
253,USA/TX-CDC-QDX21758509/2021,2021-02-01,B.1.2,307139,1,2,9,True,True,True,True,True,6,6895,8083,21563,2020-03-22
254,USA/GA-CDC-LC0010020/2021,2021-01-25,B.1.2,268194,1,2,18,True,True,True,True,True,15,7349,8083,1484,2020-03-08
255,England/CAMC-126326A/2021,2021-02-10,B.1.1.7,350581,4,2,3,True,True,True,True,True,0,4423,8084,43626,2020-08-29
256,India/WB-1931800119456/2021,2021-03-03,B.1.1.216,488832,5,2,14,True,True,True,True,True,11,4203,8139,150342,2020-09-26
257,USA/FL-CDC-QDX23396307/2021,2021-03-29,B.1.1.7,707335,13,2,5,True,True,True,True,True,2,6647,8140,133946,2020-12-15
258,Spain/CT-HUVH-95977/2021,2021-02-16,B.1.258,393395,3,2,4,True,True,True,True,False,1,4780,8156,17380,2020-05-13
259,Latvia/2103054226/2021,2021-03-16,B.1.177.60,586006,1,2,4,True,True,True,True,True,1,8079,8179,25085,2020-08-06
260,Botswana/R20B86_BHP_AAB72837/2021,2021-06-25,B.1.351,1404144,2,2,13,True,True,True,True,True,10,7421,8208,91592,2020-10-10
261,Spain/CT-HUVH-82550/2021,2021-02-08,B.1.177,339230,1,2,7,True,True,True,True,True,4,7087,8247,24101,2020-07-12
262,Germany/NW-RKI-I-092511/2021,2021-04-14,B.1.1.7,864338,1,2,7,True,True,True,True,True,4,7601,8311,43626,2020-08-29
263,Aruba/AW-RIVM-38113/2021,2021-05-26,B.1.1.7,1214842,1,2,7,True,True,True,True,False,4,6969,8318,43626,2020-08-29
264,USA/MA-CDC-LC0041456/2021,2021-04-12,B.1.1.7,844580,1,2,3,True,True,True,True,False,0,377,8326,43626,2020-08-29
265,Colombia/BOY-INS-VG-60/2020,2020-12-30,B.1.466,167726,40,2,9,True,True,True,True,True,6,6792,8479,159182,2020-08-04
266,Turkey/HSGM-6360/2021,2021-02-26,B.1,458669,1,2,5,True,True,True,True,True,2,8048,8547,179,2020-02-20
267,USA/WA-UW-66348/2021,2021-03-03,B.1.1.7,493109,2,2,8,True,True,True,True,True,5,5987,8651,3526,2020-03-19
268,USA/NC-CDC-LC0012365/2021,2021-02-01,B.1,306857,2,2,7,True,True,True,True,True,4,3904,8662,150400,2020-10-14
269,USA/MN-CDC-ASC210029476/2021,2021-04-21,B.1.2,937113,1,2,8,True,True,True,True,True,5,8084,8664,1484,2020-03-08
270,England/QEUH-A4CA97/2020,2020-10-07,B.1.1.307,50118,1,2,4,True,True,True,True,True,1,4292,8683,179,2020-02-20
271,USA/CO-CDC-MMB08714252/2021,2021-05-08,B.1.1.7,1092588,4,2,4,True,True,True,True,True,1,7043,8684,85911,2020-10-06
272,USA/GA-CDC-LC0048289/2021,2021-04-17,B.1.324,895677,1,2,3,True,True,True,True,True,0,7529,8704,6502,2020-03-10
273,USA/NC-CDC-ASC210016589/2021,2021-03-23,B.1.623,652370,1,2,13,True,True,True,True,True,10,6955,8704,179,2020-02-20
274,USA/PA-CDC-LC0032461/2021,2021-03-18,B.1.1.519,609692,2,2,4,True,True,True,True,True,1,1315,8733,238464,2021-01-18
275,Netherlands/GE-RIVM-38299/2021,2021-05-22,B.1.1.7,1194510,1,2,5,True,True,True,True,True,2,4694,8747,43626,2020-08-29
276,USA/PA-CDC-QDX22675796/2021,2021-02-26,B.1.2,460113,2,2,5,True,True,True,True,True,2,3254,8755,164531,2020-11-21
277,USA/FL-CDC-LC0082567/2021,2021-06-26,B.1.637,1416350,1,2,3,True,True,True,True,True,0,5582,8761,179,2020-02-20
278,USA/FL-CDC-LC0041414/2021,2021-04-10,B.1.533,824101,1,2,7,True,True,True,True,True,4,6102,8809,64512,2020-09-30
279,Germany/NW-RKI-I-163892/2021,2021-05-26,B.1.1.7,1217893,1,2,6,True,True,True,True,True,3,5389,8841,43626,2020-08-29
280,USA/WA-CDC-UW21050419004/2021,2021-05-04,B.1.429,1059898,1,2,7,True,True,True,True,False,4,3268,8947,179,2020-02-20
281,Israel/CVL-13256/2021,2021-04-28,B.1.1.7,998981,1,2,14,True,True,True,True,False,11,6707,8950,64512,2020-09-30
282,Denmark/DCGC-43399/2021,2021-02-01,B.1.1.397,302917,5,2,10,True,True,True,True,True,7,8084,8950,5867,2020-02-22
283,Netherlands/OV-RIVM-14659/2021,2021-02-12,B.1.221,367412,1,2,7,True,True,True,True,False,4,6942,8983,179,2020-02-20
284,Turkey/HSGM-B18379/2021,2021-06-23,AY.122,1394675,1,2,6,True,True,True,True,True,3,2273,8986,694601,2021-03-08
285,USA/CT-CDC-QDX26380799/2021,2021-06-28,AY.100,1431372,1,2,7,True,True,True,True,True,4,7125,8986,179,2020-02-20
286,India/DL-AIIMS12/2021,2021-04-29,B.1.617.2,1008903,1,2,9,True,True,True,True,True,6,7125,8986,5867,2020-02-22
287,Belgium/Briant-12108591601/2021,2021-05-17,B.1.575,1151736,1,2,3,True,True,True,True,False,0,6955,8995,179,2020-02-20
288,Slovakia/UVZ_PL14_D8_9044/2021,2021-04-12,B.1.1.7,841679,1,2,3,True,True,True,True,True,0,7823,9073,64513,2020-09-14
289,Netherlands/NB-RIVM-40700/2021,2021-06-15,B.1.214,1340234,1,2,9,True,True,True,True,True,6,5987,9085,179,2020-02-20
290,France/IDF-IPP06892/2021,2021-03-15,B.1.214.2,573023,2,2,7,True,True,True,True,True,4,5408,9130,211989,2021-01-08
291,Germany/HH-RKI-I-023502/2021,2021-02-19,B.1.1.153,411672,1,2,7,True,True,True,True,True,4,3038,9151,1,2019-12-26
292,USA/AZ-TG784764/2021,2021-03-09,B.1.1,531217,1,2,9,True,True,True,True,True,6,7688,9190,211634,2020-11-04
293,India/TG-CCMB-CIA2673/2021,2021-05-09,B.1.617.2,1095498,4,2,7,True,True,True,True,True,4,6028,9203,5868,2020-02-21
294,Australia/NSW-R0167/2021,2021-03-18,B.1.617.2,600902,1688,2,5,True,True,True,True,False,2,6028,9203,590229,2021-03-07
295,Poland/PZH-GUM-0753/2021,2021-04-27,B.1.1.7,990090,1,2,3,True,True,True,True,True,0,2713,9214,73582,2020-10-29
296,Ecuador/NIC-INSPI-336178/2021,2021-06-28,B.1.621,1424223,1,2,7,True,True,True,True,True,4,7765,9246,653857,2021-01-14
297,USA/TX-HMH-MCoV-26602/2021,2021-02-28,B.1.234,468681,1,2,7,True,True,True,True,True,4,7107,9246,291894,2021-01-04
298,Germany/BW-RKI-I-153949/2021,2021-05-11,B.1.1.7,1115930,3,2,5,True,True,True,True,True,2,5850,9286,43626,2020-08-29
299,USA/NY-PRL-2021_02_17_00P11/2021,2021-02-15,B.1.637,386880,1,2,8,True,True,True,True,True,5,5748,9293,6502,2020-03-10
300,USA/CA-CDC-QDX21577517/2021,2021-01-31,B.1.1,299115,1,2,10,True,True,True,True,True,7,6654,9319,226860,2020-08-25
301,USA/WA-UW-21042103413/2021,2021-04-21,B.1.429,938689,2,2,10,True,True,True,True,True,7,6955,9430,112047,2020-10-27
302,Turkey/HSGM-5621/2021,2021-02-23,B.1.1.189,436919,1,2,11,True,True,True,True,True,8,9131,9430,179,2020-02-20
303,SouthAfrica/KRISP-K003722/2020,2020-10-06,B.1.237,48876,15,2,6,True,True,True,True,True,3,7295,9498,43643,2020-06-12
304,India/AP-CCMB-CIA4561/2021,2021-06-05,B.1.617.2,1283757,1,2,8,True,True,True,True,False,5,2076,9526,5868,2020-02-21
305,France/ARA-HCL990000327412/2021,2021-02-04,B.1.160,319405,1,2,17,True,True,True,True,True,14,7418,9526,179,2020-02-20
306,USA/WA-UW-2021040965074/2021,2021-04-09,Q.3,819396,1,2,4,True,True,True,True,True,1,6569,9529,67434,2020-10-04
307,USA/VA-CDC-LC0062474/2021,2021-05-19,B.1.1.7,1179643,1,2,10,True,True,True,True,True,7,6955,9565,64513,2020-09-14
308,USA/IN-CDC-LC0032782/2021,2021-03-22,B.1.1.7,641276,1,2,7,True,True,True,True,True,4,7043,9583,43626,2020-08-29
309,France/IDF-HMN-21042160223/2021,2021-04-13,Q.4,850710,1,2,8,True,True,True,True,True,5,7225,9587,67434,2020-10-04
310,USA/MO-CDC-LC0060448/2021,2021-05-18,B.1.1.7,1171888,1,2,5,True,True,True,True,True,2,8673,9611,77527,2020-09-24
311,USA/NY-NYCPHL-001358/2020,2020-11-16,B.1.311,99057,1,2,6,True,True,True,True,True,3,8107,9611,1484,2020-03-08
312,SouthKorea/KDCA1973/2021,2021-02-19,B.1.497,412902,1,2,3,True,True,True,True,True,0,9205,9625,329741,2021-01-08
313,SouthKorea/KDCA1975/2021,2021-02-19,B.1.497,412905,1,2,3,True,True,True,True,True,0,9205,9625,329741,2021-01-08
314,Turkey/HSGM-B18082/2021,2021-06-23,B.1.617.2,1394500,1,2,3,True,True,True,True,True,0,9204,9678,5868,2020-02-21
315,Spain/VC-IBV-99016696/2021,2021-01-26,B.1.177,273629,1,2,7,True,True,True,True,True,4,9301,9693,267135,2020-09-13
316,Mexico/NLE-/LESPNL-20210512-412/2021,2021-05-07,XB,1083910,2,2,9,True,True,True,True,True,6,9615,9754,1050694,2020-08-17
317,USA/NC-CDC-ASC210020035/2021,2021-03-25,B.1.1.348,673648,2,2,9,True,True,True,True,True,6,6937,9802,179,2020-02-20
318,Poland/WGS-CoV_PZH-LUM-0881/2021,2021-05-08,B.1.1.7,1091746,1,2,7,True,True,True,True,True,4,5389,9852,85911,2020-10-06
319,USA/OH-UHTL-686/2021,2021-05-01,C.37,1029991,4,2,5,True,True,True,True,True,2,7425,9857,179,2020-02-20
320,USA/NJ-CDC-LC0061041/2021,2021-05-11,B.1.526,1120665,1,2,5,True,True,True,True,False,2,6955,9867,179,2020-02-20
321,USA/NY-PRL-2021_02_26_01F07/2021,2021-02-24,B.1.526,445440,1,2,7,True,True,True,True,False,4,3268,9867,179,2020-02-20
322,USA/NY-PRL-2021_02_19_01O01/2021,2021-02-17,B.1.526,401801,3,2,7,True,True,True,True,True,4,6937,9867,6502,2020-03-10
323,USA/IL-CDC-LC0070543/2021,2021-06-04,B.1.1,1279312,1,2,8,True,True,True,True,False,5,9073,9880,179,2020-02-20
324,USA/AR-UMGC-4763/2021,2021-06-29,AY.26,1442725,1,2,8,True,True,True,True,True,5,9054,9891,5868,2020-02-21
325,USA/CA-CDC-LC0080124/2021,2021-06-16,B.1.617.2,1348167,1,2,6,True,True,True,True,False,3,1878,9891,179,2020-02-20
326,Netherlands/NB-RIVM-42152/2021,2021-06-22,B.1.617.2,1384876,1,2,12,True,True,True,True,False,9,5987,9891,179,2020-02-20
327,USA/NY-PRL-2021_03_15_00K04/2021,2021-03-12,B.1.1.318,556773,2,2,9,True,True,True,True,True,6,9527,9891,179,2020-02-20
328,USA/MD-IGS-012109702359A/2021,2021-04-07,B.1.526,797246,1,2,10,True,True,True,True,True,7,9750,9891,6502,2020-03-10
329,USA/WA-CDC-UW21051101655/2021,2021-05-11,B.1.1.7,1121486,1,2,11,True,True,True,True,True,8,9894,9894,43626,2020-08-29
330,USA/CO-CDC-MMB08815462/2021,2021-05-14,B.1.1.7,1141279,1,2,7,True,True,True,True,True,4,7043,9969,419696,2021-01-24
331,Lithuania/ID7485/2021,2021-01-17,B.1.177.60,231079,1,2,3,True,True,True,True,False,0,2038,9970,23479,2020-07-06
332,Israel/SMC-7005026/2021,2021-06-28,AY.122,1428883,1,2,6,True,True,True,True,True,3,6927,10029,768774,2021-03-14
333,Turkey/HSGM-B18276/2021,2021-06-23,AY.126,1394609,2,2,5,True,True,True,True,True,2,9684,10029,694601,2021-03-08
334,USA/NV-CDC-QDX26400731/2021,2021-06-29,AY.44,1443750,1,2,12,True,True,True,True,True,9,7927,10029,694601,2021-03-08
335,USA/VA-CDC-LC0041349/2021,2021-04-12,B.1.617.2,847049,2,2,13,True,True,True,True,True,10,9054,10029,5867,2020-02-22
336,USA/NY-PRL-2021_03_15_01A17/2021,2021-03-13,B.1,562668,1,2,10,True,True,True,True,True,7,5987,10029,179,2020-02-20
337,USA/TN-CDC-LC0032396/2021,2021-03-20,B.1.575,624482,2,2,12,True,True,True,True,True,9,6955,10029,179,2020-02-20
338,Switzerland/GE-32991260/2021,2021-01-17,B.1,231394,1,2,5,True,True,True,True,True,2,6402,10029,179,2020-02-20
339,USA/TX-HMH-MCoV-29105/2021,2021-02-24,B.1,445876,1,2,7,True,True,True,True,True,4,8652,10030,179,2020-02-20
340,Belgium/Jessa_55-2120-001040/2021,2021-05-22,B.1.1.7,1192511,1,2,5,True,True,True,True,True,2,8714,10039,685187,2021-03-16
341,USA/OR-CDC-UW21061020827/2021,2021-06-10,B.1.1.7,1319328,1,2,13,True,True,True,True,True,10,9899,10078,43626,2020-08-29
342,USA/WA-UW-21042238431/2021,2021-04-22,B.1.1.7,948841,8,2,10,True,True,True,True,True,7,9899,10078,453671,2021-02-20
343,USA/WA-UW-21042214465/2021,2021-04-22,B.1.1.7,948779,4,2,7,True,True,True,True,True,4,9899,10078,453671,2021-02-20
344,Luxembourg/LNS6418723/2021,2021-04-19,B.1.1,911066,2,2,7,True,True,True,True,True,4,9858,10084,62531,2020-10-20
345,Netherlands/LI-RIVM-25086/2021,2021-03-30,B.1.1,716711,1,2,9,True,True,True,True,True,6,6405,10084,179,2020-02-20
346,USA/NV-CDC-LC0039125/2021,2021-03-31,B.1.1.519,731645,2,2,5,True,True,True,True,True,2,4525,10138,229037,2021-01-09
347,USA/WA-CDC-UW21051796352/2021,2021-05-17,B.1.1.7,1164339,1,2,5,True,True,True,True,False,2,2144,10195,64513,2020-09-14
348,USA/NV-CDC-LC0059542/2021,2021-05-11,B.1.1.7,1120726,1,2,7,True,True,True,True,True,4,7043,10195,64513,2020-09-14
349,USA/NY-PRL-2021_02_17_01N04/2021,2021-02-16,B.1.1,394907,1,2,10,True,True,True,True,True,7,9027,10208,179,2020-02-20
350,Denmark/DCGC-23331/2020,2020-12-21,B.1.1.70,148077,1,2,5,True,True,True,True,True,2,8048,10265,179,2020-02-20
351,Poland/WGS-CoV_PZH-GUM-1152/2021,2021-05-14,B.1.1.7,1139489,1,2,5,True,True,True,True,True,2,7120,10279,64513,2020-09-14
352,USA/IL-NM-5986/2021,2021-01-10,B.1.399,203451,1,2,5,True,True,True,True,True,2,10157,10279,179,2020-02-20
353,Israel/CVL-n26800/2020,2020-07-24,B.1,23508,1,2,16,True,True,True,True,True,13,8906,10288,179,2020-02-20
354,USA/PA-CDC-STM-000029231/2021,2021-03-05,B.1.2,506930,1,2,5,True,True,True,True,True,2,8084,10319,1484,2020-03-08
355,USA/AL-HGSC-JGPB/2021,2021-01-05,B.1.2,188024,40,2,4,True,True,True,True,True,1,9968,10319,1483,2020-03-08
356,Denmark/DCGC-23315/2020,2020-12-21,B.1,148075,40,2,10,True,True,True,True,True,7,7729,10319,1484,2020-03-08
357,USA/MA-QDX-3125/2021,2021-01-05,B.1.2,188425,2,2,17,True,True,True,True,True,14,8948,10319,1484,2020-03-08
358,USA/WA-CDC-UW21052069153/2021,2021-05-20,Q.3,1186272,1,2,4,True,True,True,True,True,1,9530,10323,1050785,2021-02-02
359,France/IDF-HMN-21052040484/2021,2021-04-26,Q.4,975727,1,2,13,True,True,True,True,True,10,9862,10323,43626,2020-08-29
360,Turkey/HSGM-B1670/2021,2021-03-29,B.1,705959,1,2,7,True,True,True,True,True,4,5231,10323,962,2020-03-07
361,Germany/BB-RKI-I-133803/2021,2021-04-29,B.1,1007023,1,2,4,True,True,True,True,True,1,2693,10323,179,2020-02-20
362,Turkey/HSGM-5973/2021,2021-02-24,B.1.36,444143,1,2,9,True,True,True,True,True,6,9566,10323,179,2020-02-20
363,Turkey/HSGM-D81/2021,2021-02-08,B.1,339801,11,2,6,True,True,True,True,True,3,8656,10323,179,2020-02-20
364,Turkey/HSGM-3005/2021,2021-02-08,B.1,339633,3,2,7,True,True,True,True,False,4,8656,10323,179,2020-02-20
365,England/QEUH-9E5457/2020,2020-09-22,B.1.1,38540,31,2,11,True,True,True,True,True,8,5240,10323,179,2020-02-20
366,Turkey/HSGM-D53/2021,2021-02-08,B.1.351,339782,2,2,7,True,True,True,True,False,4,5231,10323,1876,2020-01-12
367,USA/MD-CDC-ASC210029541/2021,2021-04-21,B.1.1.7,936766,1,2,3,True,True,True,True,True,0,4901,10369,43626,2020-08-29
368,USA/NY-PRL-2021_03_12_00F15/2021,2021-03-10,B.1,541503,1,2,6,True,True,True,True,True,3,10320,10369,1484,2020-03-08
369,Switzerland/GE-33911172/2021,2021-04-19,B.1.351,912666,1,2,8,True,True,True,True,True,5,8053,10396,92995,2020-10-31
370,Germany/HB-RKI-I-032428/2021,2021-02-26,B.1.1.7,456845,188,2,5,True,True,True,True,True,2,5302,10507,64513,2020-09-14
371,Switzerland/un-32967513/2021,2021-01-14,B.1,222074,1,2,4,True,True,True,True,False,1,10098,10525,179,2020-02-20
372,Aruba/AW-RIVM-14451/2021,2021-02-19,B.1,409065,1,2,3,True,True,True,True,True,0,4093,10597,1484,2020-03-08
373,Indonesia/JK-NIHRD-MI2101604/2021,2021-02-05,B.1,324723,1,2,8,True,True,True,True,False,5,8327,10642,179,2020-02-20
374,USA/NC-CDC-LC0014127/2021,2021-02-09,B.1.2,347928,3,2,4,True,True,True,True,True,1,6739,10645,29566,2020-05-08
375,USA/LA-EVTL3200/2021,2021-06-15,B.1.1.7,1341997,1,2,6,True,True,True,True,True,3,3216,10699,43626,2020-08-29
376,Germany/un-RKI-I-109714/2021,2021-04-27,B.1.1.7,988716,1,2,6,True,True,True,True,True,3,5987,10722,43626,2020-08-29
377,USA/FL-CDC-LC0062606/2021,2021-05-21,B.1.1.7,1191092,1,2,5,True,True,True,True,True,2,6955,10728,85911,2020-10-06
378,USA/NY-PRL-2021_0210_04B01/2021,2021-02-07,B.1.1.486,332250,1,2,12,True,True,True,True,True,9,9997,10741,179,2020-02-20
379,USA/WA-UW-21042820543/2021,2021-04-28,B.1.1.7,1004688,1,2,4,True,True,True,True,True,1,7043,10776,64513,2020-09-14
380,USA/FL-CDC-LC0052140/2021,2021-04-21,B.1.1.7,935651,1,2,6,True,True,True,True,True,3,10337,10834,64513,2020-09-14
381,Netherlands/GE-RIVM-32724/2021,2021-05-03,P.1,1044657,1,2,6,True,True,True,True,True,3,10526,10870,211623,2020-12-23
382,Mexico/NLE-/LESPNL-20210512-434/2021,2021-05-06,B.1.1.519,1074528,2,2,9,True,True,True,True,True,6,10790,10954,179,2020-02-20
383,Mexico/NLE-/LESPNL-20210512-457/2021,2021-05-03,B.1.1.519,1044530,4,2,8,True,True,True,True,True,5,10030,10954,23936,2020-04-08
384,USA/NY-PRL-2021_03_15_01N24/2021,2021-03-14,B.1,568278,1,2,4,True,True,True,True,True,1,3141,10954,23936,2020-04-08
385,Poland/WGS-CoV_PZH-LUM-0862/2021,2021-05-06,Q.7,1075098,2,2,3,True,True,True,True,True,0,5945,11020,178815,2020-12-26
