recombinant,parent1,parent2,recombinant_date,parent1_date,parent2_date,pango_counts,sc2ts_mrca,sc2ts_num_descendants,sc2ts_closest_recombinant,sc2ts_closest_recombinant_path_len,sc2ts_num_mutations,x_lineage_involved,usher_num_descendants
node_466228,SRR17418968,ERR8962590,2022-01-20,2021-12-17,2022-02-15,{'BA.1.1': 1},1140320,1,-1,2147483648,5,False,1
node_316490,SRR16923478,SRR16278642,2021-10-18,2021-11-03,2021-10-01,{'AY.44': 3},810876,3,242168,13,4,False,3
node_296203,node_296178,ERR6827744,2021-07-31,2021-06-23,2021-08-24,{'AY.3': 3},422387,3,242168,6,5,False,3
ERR12969702,ERR11795241,ERR10123385,2022-08-02,2021-12-21,2022-08-14,{'BA.4': 1},1608511,1,1608512,1,0,False,1
node_627389,ERR12554278,SRR26187605,2024-01-26,2024-01-02,2023-09-11,{'JN.1.1': 3},1885777,3,1885777,0,1,False,3
ERR6830767,ERR6598531,ERR6834468,2021-09-06,2021-08-22,2021-09-09,{'AY.4': 1},557277,1,242168,14,0,False,1
SRR20694518,SRR17595114,node_13577,2020-11-15,2021-09-14,2021-01-13,{'B.1.239': 1},65121,1,-1,2147483648,7,False,1
node_734249,ERR11782177,ERR4699437,2022-02-23,2022-03-28,2020-10-05,{'BA.2.3': 1},1297908,1,-1,2147483648,6,False,1
node_638167,SRR20136361,ERR10001748,2022-08-07,2022-06-16,2022-07-06,{'BA.5.1': 3},1614087,3,1412770,7,7,False,3
ERR4786984,ERR10205191,ERR4698890,2020-10-12,2021-02-08,2020-09-29,{'B.1.177.4': 1},43534,1,43535,1,0,False,1
ERR10481891,ERR10383989,ERR10031487,2022-11-01,2022-10-03,2022-07-25,{'BE.1.1.2': 1},1704746,1,1704747,1,0,False,1
node_19939,node_19938,node_21167,2021-02-25,2021-02-25,2021-05-07,{'B.1.526': 470},171849,475,-1,2147483648,7,False,470
SRR17155394,node_359631,SRR16253164,2021-10-26,2021-10-20,2021-09-14,{'AY.44': 1},774888,1,774889,1,0,False,1
SRR18814275,SRR18153025,SRR21870152,2022-01-30,2022-01-20,2022-03-01,{'BA.1.1': 1},1186820,1,-1,2147483648,9,False,1
ERR7150546,ERR6417742,ERR6999528,2021-10-07,2021-07-27,2021-09-15,{'AY.4': 1},691808,1,242168,9,5,False,1
node_189163,SRR17130396,SRR16040836,2021-11-27,2021-11-04,2021-08-28,{'AY.20': 3},940860,3,242168,13,7,False,3
ERR7317537,ERR12839841,ERR6440908,2021-10-25,2021-10-26,2021-07-26,{'AY.4': 1},768755,1,768756,1,0,False,1
node_188850,SRR16593420,SRR15313765,2021-09-28,2021-09-30,2021-07-23,{'AY.39.1': 1},655677,30,242168,7,5,False,1
node_149076,node_228927,ERR6316461,2021-08-07,2021-08-03,2021-07-04,{'AY.4': 1},448946,1,242168,4,5,False,1
node_273601,SRR16226363,ERR13160246,2021-09-26,2021-09-08,2021-07-30,{'AY.103': 2},647537,2,647538,1,0,False,2
node_188590,ERR6627124,ERR11754867,2021-10-14,2021-08-16,2021-10-20,{'AY.4': 3},659938,9,242168,11,1,False,3
ERR13177071,ERR13177079,ERR10983072,2023-01-14,2023-01-24,2023-02-23,{'XBB': 1},1750165,1,1676682,4,8,True,1
SRR20145379,SRR20178654,SRR20251618,2021-12-05,2021-11-28,2021-11-10,{'AY.39': 1},983669,1,983670,1,0,False,1
ERR7305778,ERR7139558,ERR6445757,2021-10-31,2021-10-13,2021-07-14,{'AY.4': 1},794731,1,794732,1,0,False,1
ERR10031820,ERR10005856,ERR10023010,2022-07-27,2022-07-21,2022-07-23,{'BE.1': 1},1598045,1,1598046,1,0,False,1
ERR6760263,ERR6539928,node_244350,2021-08-24,2021-07-30,2021-11-01,{'AY.4': 1},500974,1,242168,9,7,False,1
node_188861,SRR16695665,SRR15199972,2021-10-18,2021-10-04,2021-06-25,{'AY.39.1': 3},739869,3,242168,7,5,False,3
node_186543,node_189546,ERR6450348,2021-09-18,2021-10-08,2021-07-03,{'AY.100': 2},613656,2,242168,5,3,False,2
node_188414,ERR7108360,ERR7232111,2021-10-17,2021-10-08,2021-10-26,{'AY.4.2': 1},733522,1,733523,1,0,False,1
node_586751,node_585386,ERR10839848,2023-09-11,2023-08-07,2023-01-23,"{'XCT': 25, 'XCT.1': 32}",1843409,57,1843410,1,0,True,57
node_36893,ERR4904871,ERR4668607,2021-02-06,2020-11-11,2020-09-22,{'B.1.177': 2},141213,2,141213,0,3,False,2
node_117492,ERR13235771,ERR6440908,2021-10-31,2021-10-21,2021-07-26,{'AY.4': 2},794751,2,794751,0,2,False,2
node_701718,ERR10024646,ERR10000419,2022-08-22,2022-07-23,2022-07-06,{'XBM': 21},1646026,21,1633571,1,0,True,21
node_189046,SRR20264761,SRR15629270,2021-11-23,2021-11-16,2021-08-06,{'AY.39': 2},923184,2,923185,1,0,False,2
ERR8178285,ERR11756793,ERR7239088,2021-12-09,2021-12-02,2021-10-08,{'AY.43': 1},1004721,1,242168,6,4,False,1
ERR6598739,ERR6105556,ERR6644030,2021-08-22,2021-06-09,2021-08-15,{'AY.4': 1},493195,1,493196,1,0,False,1
SRR20380016,SRR19914191,SRR19550911,2022-06-28,2022-06-13,2022-05-16,{'BA.2.12.1': 1},1545521,1,1545522,1,0,False,1
ERR7005088,ERR7043319,ERR7001504,2021-09-15,2021-09-22,2021-09-15,{'AY.4': 1},599606,1,242168,12,4,False,1
node_656433,ERR10706187,ERR10002447,2022-08-03,2022-12-12,2022-07-08,{'BE.1': 2},1693855,2,1610019,1,0,False,2
SRR26390973,SRR26331142,ERR10983613,2023-10-02,2023-09-25,2023-02-23,{'XBB.1.16': 1},1850920,1,1850921,1,0,True,1
ERR13322641,ERR12551638,ERR13321687,2024-02-19,2023-12-26,2023-11-21,{'JN.1.43.1': 1},1890244,1,1857980,12,5,False,1
SRR24141700,SRR23381686,SRR23895692,2023-03-24,2023-01-30,2023-02-23,{'XBB.1.5.19': 1},1805158,1,1805159,1,0,True,1
node_724441,ERR9869614,ERR10002148,2022-05-15,2022-06-10,2022-07-04,{'BA.2': 4},1498694,4,1487359,1,0,False,4
node_357799,SRR15547380,SRR15224374,2021-08-02,2021-07-27,2021-07-10,{'AY.75': 21},428978,21,428979,1,0,False,21
SRR25918205,SRR25815010,ERR10910673,2023-08-17,2023-08-10,2023-02-04,{'XBB.1.16.11': 1},1835472,1,1676682,14,10,True,1
node_189637,SRR16211747,SRR20234417,2021-11-02,2021-09-24,2021-11-03,{'AY.117': 1},809731,1,809732,1,0,False,1
ERR8248180,ERR7527468,ERR7239088,2021-12-09,2021-11-20,2021-10-08,{'AY.4': 1},1003649,1,242168,8,4,False,1
ERR7307567,node_188317,ERR6906813,2021-10-18,2021-10-11,2021-09-24,{'AY.4': 1},737806,1,737807,1,0,False,1
SRR16901086,node_205314,ERR11762675,2021-10-10,2021-10-10,2021-08-09,{'AY.126': 1},706186,1,242168,10,2,False,1
node_440341,SRR21347860,ERR8223280,2022-01-31,2022-02-14,2021-12-21,{'BA.1.15': 1},1193474,1,1193475,1,0,False,1
node_189750,SRR20926458,SRR15445917,2021-11-23,2021-12-06,2021-07-29,{'AY.119': 1},923374,3,242168,15,1,False,1
node_188272,ERR7188815,ERR7147908,2021-11-05,2021-10-20,2021-10-05,{'AY.4': 2},746597,9,242168,10,3,False,2
node_189309,SRR16696401,ERR6491956,2021-10-07,2021-10-08,2021-07-21,{'AY.100': 2},693055,5,242168,10,5,False,2
node_189178,SRR15584959,ERR6885051,2021-08-07,2021-08-08,2021-09-03,{'AY.20': 1},450074,1,242168,9,1,False,1
node_626006,ERR10802679,ERR13057342,2023-03-14,2023-01-09,2023-03-11,{'EG.1': 3},1797330,3,1797331,1,0,False,3
ERR10711772,ERR10711774,ERR8633303,2022-03-13,2022-03-13,2022-02-03,{'BA.2': 1},1354135,1,1354136,1,0,False,1
node_188367,ERR11755890,node_188369,2021-10-26,2021-11-25,2021-10-21,{'AY.4.2.2': 8},774015,8,704856,2,3,False,8
SRR15993439,SRR16153749,ERR7239527,2021-08-23,2021-09-03,2021-10-16,{'AY.39': 1},498141,2,242168,8,4,False,1
ERR6571333,ERR7471760,ERR7152210,2021-08-18,2021-11-11,2021-10-10,{'AY.4': 1},479889,3,242168,7,0,False,1
SRR19223626,ERR7561507,SRR16831375,2021-12-15,2021-11-23,2021-10-25,{'AY.39': 1},1029257,1,1029258,1,0,False,1
node_189797,SRR16022701,SRR15628585,2021-09-17,2021-09-08,2021-08-05,{'AY.119.2': 29},662529,33,609505,1,0,False,29
node_544005,ERR8628074,ERR8568996,2022-03-04,2022-02-05,2022-02-04,{'XAE': 10},1326724,10,1326725,1,0,True,10
SRR20918090,SRR17427974,SRR15518829,2021-12-16,2021-12-09,2021-07-30,{'AY.100': 1},1033611,1,242168,11,5,False,1
node_588853,node_615079,ERR13028283,2023-01-13,2023-03-22,2022-12-06,{'XBB.3.1': 4},1720528,8,1676682,5,3,True,4
node_739272,ERR10729956,ERR11837995,2021-12-30,2022-03-12,2022-01-18,{'XH': 40},1070425,40,1070426,1,3,True,40
node_555299,node_555298,SRR19719393,2022-07-02,2022-07-02,2022-05-22,{'BA.2.12.1': 1},1551893,1,-1,2147483648,5,False,1
SRR21266227,node_236958,SRR20189143,2021-12-16,2021-12-16,2021-12-07,{'AY.118': 1},1034055,1,242168,12,8,False,1
node_189333,SRR17077972,node_189331,2021-11-09,2021-11-10,2021-10-16,{'AY.100': 12},848562,16,731290,2,4,False,12
SRR20933159,ERR9925953,ERR12781635,2022-07-11,2022-06-28,2022-06-06,{'BA.5.5': 1},1569315,1,1569316,1,0,False,1
SRR18279402,SRR17418968,SRR18246150,2022-02-22,2021-12-17,2022-02-24,{'BA.1.18': 1},1295982,2,1234418,3,4,False,1
ERR6300316,ERR6816656,ERR6494601,2021-07-02,2021-09-14,2021-07-25,{'AY.120': 1},346891,1,242168,4,5,False,1
node_189660,SRR17299527,SRR16689898,2021-12-04,2021-12-02,2021-09-29,{'AY.120': 3},984119,3,242168,7,4,False,3
node_397489,ERR5059137,ERR4682176,2020-12-23,2020-12-18,2020-09-19,{'B.1.1.7': 2},89991,2,89991,0,0,False,2
ERR12077841,ERR11923696,ERR10965153,2023-09-04,2023-08-11,2023-02-21,{'EG.5.1': 1},1841014,1,1841015,1,0,False,1
ERR6631463,ERR6568301,ERR6297558,2021-07-24,2021-07-24,2021-06-28,{'AY.4': 1},396012,1,242168,6,4,False,1
ERR6405162,ERR6220213,ERR6924773,2021-07-26,2021-06-28,2021-09-27,{'B.1.617.2': 1},400684,1,242168,12,5,False,1
SRR16706479,SRR16832771,ERR6765753,2021-10-04,2021-10-11,2021-09-03,{'AY.100': 1},679527,1,242168,11,5,False,1
SRR16557846,SRR16558855,SRR16326434,2021-09-28,2021-09-27,2021-10-04,{'AY.3': 1},655814,1,655815,1,0,False,1
ERR7367857,ERR7322140,ERR6440908,2021-10-29,2021-10-28,2021-07-26,{'AY.6': 1},787780,1,787781,1,0,False,1
node_182070,SRR17256249,SRR15948762,2021-11-11,2021-11-04,2021-08-20,{'AY.100': 2},1020372,2,860413,1,0,False,2
SRR16778318,SRR16606821,ERR6930231,2021-10-21,2021-09-28,2021-09-28,{'AY.118': 1},752678,1,242168,14,9,False,1
ERR6834094,node_64280,ERR13153313,2021-09-07,2021-08-01,2021-07-30,{'AY.4': 1},560095,1,242168,9,5,False,1
SRR26828095,SRR27334894,SRR26865116,2023-09-19,2023-08-17,2023-09-26,{'HV.1.6': 1},1846738,1,1676682,18,6,False,1
ERR8287258,ERR8295153,ERR9365679,2022-01-21,2022-01-23,2022-03-11,{'BA.1.17.2': 1},1145679,1,-1,2147483648,5,False,1
SRR15876884,SRR15270985,SRR15923783,2021-08-20,2021-07-15,2021-08-30,{'B.1.617.2': 1},488555,1,488556,1,0,False,1
SRR16040829,SRR16059998,node_345172,2021-08-28,2021-08-24,2021-08-29,{'AY.20': 1},520838,1,242168,6,6,False,1
ERR11837995,node_518300,ERR12895549,2022-01-18,2022-01-18,2022-01-07,{'BA.1': 1},1124908,1,-1,2147483648,6,False,1
SRR17647498,SRR19255803,SRR16238327,2021-12-16,2021-12-19,2021-09-09,{'B.1.617.2': 1},1032777,1,1032778,1,0,False,1
ERR12887809,ERR12886332,ERR8222293,2022-01-14,2022-01-10,2021-12-23,{'BA.1.12': 1},1110096,1,-1,2147483648,5,False,1
ERR11255248,ERR11254938,ERR11255040,2023-03-20,2023-02-21,2023-03-06,{'XBB.1.5': 1},1801269,1,1801270,1,0,True,1
ERR6834240,ERR6654955,ERR11753645,2021-09-06,2021-08-28,2021-10-17,{'AY.4': 1},557319,1,557320,1,0,False,1
ERR11184421,ERR11029910,ERR12751262,2023-03-16,2023-02-23,2022-05-01,{'FL.27': 1},1798823,1,1676682,10,6,False,1
SRR16729055,SRR14391411,ERR5185595,2021-04-28,2021-04-06,2021-01-09,{'B.1.1.7': 1},273928,1,273929,1,0,False,1
ERR12846441,node_204829,ERR11763803,2021-11-01,2021-07-30,2021-12-03,{'AY.126': 1},2609207,1,242168,19,0,False,1
SRR16153759,SRR16354731,SRR15199972,2021-09-03,2021-09-17,2021-06-25,{'AY.39': 1},548092,2,242168,9,5,False,1
SRR16629291,SRR14152408,ERR13161706,2021-06-01,2021-03-13,2021-10-25,{'P.1': 1},308105,1,-1,2147483648,10,False,1
ERR7584913,ERR7305190,ERR7575779,2021-11-10,2021-10-21,2021-11-10,{'AY.4': 1},853028,1,853029,1,0,False,1
node_162316,ERR6875357,ERR6571333,2021-09-30,2021-09-23,2021-08-18,{'AY.4': 2},664671,2,664672,1,0,False,2
node_188556,ERR11754502,ERR6634771,2021-10-19,2021-10-18,2021-08-20,{'AY.4': 1},743268,1,242168,6,6,False,1
SRR20954238,SRR17103138,SRR15391719,2021-11-09,2021-11-07,2021-07-21,{'AY.119': 1},848737,1,242168,9,5,False,1
ERR9380129,ERR9560418,ERR9367984,2022-03-15,2022-03-07,2022-03-12,{'BA.2': 1},1361756,1,1361757,1,0,False,1
SRR16606821,SRR16778318,SRR16527751,2021-09-28,2021-10-21,2021-09-21,{'AY.118': 1},656377,2,242168,13,5,False,1
node_331734,SRR15920925,SRR15388843,2021-10-04,2021-09-04,2021-07-22,{'AY.44': 2},679350,2,242168,5,7,False,2
node_189047,SRR16786544,SRR15629270,2021-10-19,2021-10-07,2021-08-06,{'AY.39': 2},745266,2,745267,1,0,False,2
node_435800,ERR5743634,ERR11822444,2021-01-15,2021-04-10,2021-04-05,{'B.1.1.7': 1},111341,1,-1,2147483648,5,False,1
SRR20227296,SRR16984203,SRR15392154,2021-10-29,2021-11-02,2021-07-19,{'AY.100': 1},788515,1,242168,10,4,False,1
SRR23953549,SRR24002737,ERR12754384,2023-03-06,2023-03-08,2022-04-19,{'XBB.1.5': 1},1791502,1,1791503,1,0,True,1
ERR6881205,node_246249,ERR6840063,2021-09-17,2021-11-14,2021-09-13,{'AY.112': 1},608468,1,242168,8,7,False,1
ERR9234688,ERR12817397,ERR11827882,2022-01-17,2021-08-17,2021-11-09,{'AY.126': 1},1123434,1,1123435,1,0,False,1
node_685490,ERR10214556,SRR21538499,2022-08-22,2022-09-05,2022-08-29,{'BA.5.2.1': 2},1633205,2,1633205,0,3,False,2
ERR7316860,ERR12794355,ERR11754799,2021-10-21,2021-07-17,2021-10-19,{'AY.4': 1},752311,1,752312,1,0,False,1
node_182099,SRR17052330,ERR6440908,2021-10-19,2021-10-26,2021-07-26,{'AY.100': 4},745245,4,242168,11,7,False,4
ERR7147095,ERR7023061,ERR7686527,2021-10-05,2021-10-01,2021-11-21,{'B.1.617.2': 1},682444,1,242168,7,7,False,1
node_739280,ERR12345251,ERR9025313,2022-04-03,2022-04-07,2022-02-22,{'BA.2': 1},1419960,1,1419961,1,0,False,1
node_739222,node_739219,SRR18780709,2022-02-22,2022-02-22,2022-03-07,{'BA.2': 8},1296206,8,1296206,0,0,False,8
ERR13076635,ERR13050308,ERR13077315,2023-11-20,2023-11-06,2023-12-04,{'BA.2.86.1': 1},1865288,1,1857980,8,5,False,1
node_189182,ERR6446085,SRR17889057,2021-07-27,2021-07-29,2021-12-24,{'AY.36': 42},347819,3784,242168,3,4,False,42
SRR15775745,node_305594,SRR15272300,2021-08-17,2021-08-17,2021-07-12,{'AY.3': 1},478845,14,242168,6,6,False,1
ERR7148808,ERR6417018,ERR13182720,2021-09-26,2021-07-27,2021-08-22,{'AY.4': 1},646776,1,242168,7,5,False,1
node_344751,SRR17334156,ERR6445386,2021-12-04,2021-11-18,2021-07-16,{'AY.20': 3},896301,8,242168,12,1,False,3
SRR21266520,SRR19222383,ERR6440908,2021-12-14,2021-12-15,2021-07-26,{'AY.100': 1},1025081,1,242168,11,6,False,1
SRR24221402,SRR20683740,SRR21719314,2022-08-10,2022-07-06,2022-08-22,{'BA.5.2': 1},1617591,1,1617592,1,0,False,1
SRR15993592,SRR15199928,SRR15629067,2021-08-25,2021-06-25,2021-08-05,{'AY.118': 1},506688,1,506689,1,0,False,1
node_188615,ERR6821719,SRR16351461,2021-10-11,2021-09-16,2021-09-15,{'AY.4': 1},708435,1,242168,10,7,False,1
node_409517,ERR6620039,ERR5185595,2021-03-16,2021-08-24,2021-01-09,{'B.1.1.7': 8},205040,8,-1,2147483648,4,False,8
node_203678,SRR20251124,ERR6761017,2021-11-12,2021-11-12,2021-08-30,{'AY.34.1': 2},887097,2,617864,3,5,False,2
SRR20261476,SRR16923495,SRR16161553,2021-11-12,2021-11-03,2021-09-01,{'AY.103': 1},865875,1,242168,9,4,False,1
node_153886,ERR6201276,ERR7464523,2021-12-09,2021-06-28,2021-11-09,{'AY.4': 1},1004141,1,1004142,1,0,False,1
node_436839,node_777388,node_436838,2021-10-27,2022-12-07,2021-10-27,{'unclassified': -1},-1,0,-1,2147483648,-1,False,1292637
node_675742,SRR21601809,SRR23730481,2023-01-05,2022-08-29,2023-02-20,{'BA.5.3.5': 39},1744381,40,1412770,5,6,False,39
node_623307,SRR26390973,SRR25692282,2023-08-12,2023-10-02,2023-07-10,{'XBB.1.16': 3},1834432,3,1834433,1,0,True,3
ERR6936211,ERR6870523,ERR7528093,2021-09-29,2021-09-20,2021-11-18,{'AY.4': 1},659116,1,242168,10,7,False,1
node_191806,ERR6873274,node_188210,2021-10-18,2021-09-22,2021-07-14,{'AY.126': 2},737675,2,737676,1,0,False,2
SRR20249587,SRR16692513,ERR6828874,2021-11-09,2021-10-22,2021-09-09,{'AY.119': 1},848392,1,848393,1,0,False,1
node_194903,ERR6836572,SRR16831566,2021-10-20,2021-09-13,2021-10-26,{'AY.127': 3},749796,12,749797,1,0,False,3
node_627370,ERR10731720,ERR13018790,2022-12-07,2022-12-12,2022-11-14,{'XBV': 3},1722701,3,1722702,1,0,True,3
node_335787,ERR13144649,node_782140,2021-09-09,2021-09-30,2021-05-06,{'B.1.617.2': 4},571220,4,571221,1,0,False,4
SRR21266638,SRR20935129,SRR16606691,2021-12-09,2021-12-09,2021-09-28,{'AY.39': 1},1006316,1,242168,6,6,False,1
node_701673,ERR10000238,SRR20662627,2022-09-06,2022-07-05,2022-07-01,"{'XBD': 46, 'BA.2.75': 7}",1554810,17309,-1,2147483648,1,True,53
SRR16246115,SRR15387463,node_323831,2021-09-10,2021-07-23,2021-09-29,{'AY.44': 1},579063,1,242168,9,5,False,1
ERR11728410,ERR11254845,ERR10910673,2023-03-09,2023-02-22,2023-02-04,{'XBB.1.5.99': 1},1793810,1,1676682,9,0,True,1
node_237812,node_188773,ERR6401011,2021-09-03,2021-09-14,2021-07-25,{'AY.118': 4},547195,6,242168,7,4,False,4
ERR13076974,ERR13051412,SRR28273281,2023-11-20,2023-11-20,2024-02-12,{'JN.1.4': 1},1865305,1,1857980,11,6,False,1
ERR7237438,ERR11754890,ERR13182720,2021-10-16,2021-10-20,2021-08-22,{'AY.4': 1},729935,1,242168,10,5,False,1
ERR8176933,SRR19814523,SRR15775511,2021-12-05,2022-01-19,2021-08-17,{'AY.47': 1},982971,1,-1,2147483648,7,False,1
SRR16153568,SRR16214072,ERR13153313,2021-08-31,2021-08-27,2021-07-30,{'AY.113': 1},534135,1,374078,2,4,False,1
node_188821,SRR15546043,SRR15807346,2021-10-22,2021-07-29,2021-08-06,{'AY.39': 1},757499,1,757500,1,0,False,1
SRR26212636,SRR25642825,ERR13041177,2023-08-21,2023-07-25,2023-01-07,{'FU.1': 1},1836409,1,1676682,13,5,False,1
ERR7230437,ERR6634211,ERR7120778,2021-10-26,2021-08-19,2021-10-11,{'AY.4': 1},771859,1,771860,1,0,False,1
node_199511,SRR17078128,ERR6440908,2021-11-16,2021-11-14,2021-07-26,{'AY.119': 2},886516,2,242168,14,8,False,2
ERR7009944,ERR6732961,ERR6492325,2021-09-20,2021-09-05,2021-08-07,{'AY.4': 1},620825,1,620826,1,0,False,1
node_701666,ERR10214020,ERR10003171,2022-12-20,2022-09-07,2022-07-07,"{'XBS': 19, 'XBR': 3}",1554810,17309,-1,2147483648,1,True,22
node_189984,SRR20251448,ERR6629221,2021-11-11,2021-11-11,2021-08-08,{'AY.113': 1},860647,1,374078,1,6,False,1
ERR7151835,ERR6569377,node_188651,2021-10-07,2021-08-08,2021-09-09,{'AY.109': 1},691835,1,242168,7,5,False,1
node_169401,ERR6883633,ERR11756169,2021-08-26,2021-08-20,2021-11-25,{'AY.4': 80},507986,80,242168,6,8,False,80
ERR6768972,ERR6639124,ERR6440908,2021-09-04,2021-08-07,2021-07-26,{'AY.4': 1},550370,1,242168,11,7,False,1
node_646362,ERR12974368,node_736994,2022-08-23,2022-07-18,2022-05-23,{'BA.5.1': 1},1633996,1,1633997,1,0,False,1
SRR21606289,SRR20423396,SRR20741299,2022-08-20,2022-06-15,2022-07-09,{'BA.5.6': 1},1630458,1,1630459,1,0,False,1
node_226056,ERR6543800,ERR6392127,2021-09-02,2021-08-12,2021-07-22,{'AY.98': 1},541546,1,541547,1,0,False,1
node_699788,SRR21371288,SRR21527405,2022-08-24,2022-08-13,2022-08-27,{'BA.5': 26},1635256,26,1635257,1,0,False,26
node_125397,ERR11761851,ERR6644772,2021-09-25,2021-07-16,2021-08-15,{'AY.4': 1},643798,1,643799,1,0,False,1
SRR20116093,SRR19527964,SRR16606817,2021-12-02,2021-12-04,2021-09-28,{'AY.39': 1},970049,1,242168,8,1,False,1
node_189803,node_198270,ERR13153313,2021-10-19,2021-10-22,2021-07-30,{'AY.119.2': 2},3418825,2,609505,3,1,False,2
node_587023,ERR10933215,SRR26085496,2023-04-21,2023-02-15,2023-09-03,"{'GJ.1.2': 629, 'GJ.1.2.2': 218, 'GJ.1.2.8': 19, 'KH.1': 13, 'GJ.1.2.4': 8, 'GJ.1.2.5': 24, 'JE.1.1.1': 25, 'JE.1': 13, 'GJ.1.2.1': 13, 'JE.1.1': 2, 'GJ.1': 4, 'GJ.1.2.7': 5, 'GJ.1.2.6': 1}",1765872,4075,1676682,3,6,False,974
ERR13323123,ERR10976928,ERR13029352,2023-03-17,2023-02-08,2022-12-18,{'XBB.2.3': 1},1799711,1,1799712,1,0,True,1
SRR15954459,SRR14811939,ERR4238502,2021-06-21,2021-05-16,2020-05-08,{'B.1.637': 1},329007,1,-1,2147483648,5,False,1
SRR22255468,SRR21158121,SRR21795464,2022-09-26,2022-07-14,2022-09-14,{'BA.5': 1},1674010,1,1674011,1,0,False,1
SRR18772658,SRR20393097,SRR17864401,2022-02-20,2022-02-24,2022-01-08,{'BA.1.15': 1},1286995,1,-1,2147483648,5,False,1
ERR5054123,node_370137,ERR4668552,2020-12-18,2020-10-21,2020-09-22,{'B.1.1': 1},86759,1,86760,1,0,False,1
ERR7377917,ERR7375109,ERR6761066,2021-11-05,2021-11-05,2021-08-31,{'AY.4.2': 1},824562,1,242168,13,7,False,1
ERR6836742,ERR6733431,ERR6440908,2021-09-09,2021-09-03,2021-07-26,{'AY.107': 1},571202,1,242168,9,7,False,1
ERR7384072,ERR7294324,node_189202,2021-11-02,2021-10-28,2021-06-16,{'AY.4': 1},808149,1,242168,6,5,False,1
node_212181,ERR6498839,ERR6597170,2021-08-28,2021-08-05,2021-08-21,{'AY.5': 1},519672,1,242168,9,4,False,1
node_701659,SRR20218056,SRR20683448,2022-08-20,2022-06-29,2022-07-07,{'BA.5.2': 2},1630398,2,1630398,0,0,False,2
ERR12754384,ERR12750205,SRR23953549,2022-04-19,2022-04-25,2023-03-06,{'BA.2': 1},1448396,2,-1,2147483648,7,False,1
node_359951,ERR12789419,node_205269,2021-07-08,2021-06-07,2021-11-09,{'B.1.617.2': 3},356809,3,-1,2147483648,5,False,3
node_188234,SRR17136430,node_188233,2021-10-14,2021-10-28,2021-10-14,{'B.1.617.2': 3},723631,3,723632,1,0,False,3
SRR20179132,SRR17329004,SRR16689807,2021-11-26,2021-11-29,2021-09-30,{'AY.125': 1},937149,1,937150,1,0,False,1
node_203665,SRR17510165,ERR6761017,2021-12-07,2021-12-20,2021-08-30,{'AY.34': 1},996102,3,242168,10,4,False,1
SRR15775617,node_291496,SRR20946507,2021-08-17,2021-08-17,2021-11-23,{'AY.25.3': 1},478808,1,242168,8,4,False,1
SRR24708985,node_591926,ERR10910673,2023-04-15,2023-04-15,2023-02-04,{'XBB.1.5': 1},1815591,1,1676682,14,8,True,1
ERR6763204,ERR12818002,SRR20254530,2021-08-27,2021-08-13,2021-10-15,{'AY.112': 1},515613,1,242168,8,7,False,1
SRR22117054,node_638105,ERR10432112,2022-10-14,2022-07-08,2022-10-06,{'BA.5.1': 1},1690816,1,1412770,6,0,False,1
node_542816,SRR18236582,SRR18235705,2021-12-16,2022-01-20,2022-02-20,{'BA.1.18': 94},898614,384656,-1,2147483648,1,False,94
SRR20251802,SRR19289710,SRR20259351,2021-11-11,2021-11-05,2021-10-22,{'AY.100': 1},860685,1,242168,14,7,False,1
ERR6569478,ERR6765742,ERR6201753,2021-07-24,2021-08-24,2021-06-30,{'AY.4': 1},395996,1,242168,4,5,False,1
node_596634,ERR7795801,SRR24606764,2023-03-09,2021-12-12,2023-03-15,{'XBB.1.5.45': 6},1794241,6,1794241,0,1,True,6
node_189337,SRR15391634,node_180606,2021-11-24,2021-07-22,2021-10-08,{'AY.100': 2},928374,2,928374,0,0,False,2
ERR12978293,ERR11805511,ERR9913620,2022-07-26,2022-06-17,2022-06-28,{'BA.5': 1},1596961,1,1596962,1,0,False,1
ERR7605456,ERR6579055,ERR7488999,2021-11-26,2021-08-18,2021-11-14,{'AY.98': 1},933779,1,933780,1,0,False,1
SRR21948388,SRR22038034,node_702335,2022-09-28,2022-10-09,2022-09-04,{'BA.5.2': 1},1675652,1,1675653,1,0,False,1
node_651381,ERR10219839,SRR20662930,2022-09-06,2022-09-03,2022-07-06,{'BA.5.1': 2},1650849,2,1650850,1,0,False,2
node_623309,ERR11556784,SRR26456331,2023-04-25,2023-05-28,2023-10-07,{'XBB.1.16': 1},1818911,1,1818912,1,0,True,1
SRR25053154,ERR12539249,SRR24583465,2023-05-03,2022-07-22,2023-04-21,{'XBB.1.9.1': 1},1821255,1,1821256,1,0,True,1
node_188772,SRR15921268,SRR16153649,2021-09-14,2021-09-03,2021-08-31,{'AY.118': 2},596516,2,596517,1,0,False,2
node_189480,SRR16381170,ERR6889456,2021-09-28,2021-09-18,2021-09-21,{'AY.100': 3},656308,3,242168,9,4,False,3
node_622061,SRR25955542,SRR26899367,2023-10-30,2023-08-27,2023-10-30,{'HV.1.2': 2},1858704,2,1858704,0,1,False,2
node_629559,SRR29065125,SRR28145013,2024-02-12,2024-05-06,2024-01-27,{'JN.1.30': 1},1889500,1,1857980,3,6,False,1
ERR11742306,ERR11741977,SRR19265803,2021-09-11,2021-07-28,2021-11-20,{'AY.104': 1},579841,1,242168,7,5,False,1
